purchaseId,itemId,userId,date,amount
4437,43,952,2008-04-06 8:59:43,2042.18
557,167,264,2007-06-09 21:10:22,1047.97
1857,193,977,2007-08-18 17:22:55,73.84
602,179,651,2007-05-17 7:07:29,10078.08
2994,136,746,2008-01-03 21:31:30,141.95
1505,57,399,2007-06-18 9:15:56,-653.97
454,10,702,2008-05-12 10:01:40,152.19
10,140,396,2008-04-09 16:38:33,10059.62
1252,143,577,2008-04-08 23:13:24,62.42
70,3,442,2007-07-30 12:09:48,-671.88
3550,194,892,2007-10-25 9:51:21,77.66
1745,92,587,2007-05-01 12:42:45,-672.61
2636,111,154,2007-08-21 14:53:04,102.51
869,42,580,2007-08-10 8:56:22,2063.67
748,64,815,2007-10-07 3:58:45,157.5
4480,89,575,2008-01-08 5:20:44,45.83
3008,89,402,2007-08-30 20:44:44,10067.56
898,190,785,2007-08-08 3:35:37,10074.84
4902,142,827,2008-03-03 19:17:41,10056.77
4052,198,428,2007-11-19 21:36:37,31.95
1510,71,509,2008-02-13 8:21:05,185.82
1476,189,392,2008-03-01 1:37:55,178.93
3880,18,102,2008-06-18 4:10:05,1073.64
3104,175,857,2007-10-01 0:15:31,2092.92
2423,122,185,2007-10-03 11:59:15,159.02
4665,72,688,2008-04-19 17:30:07,1087.2
4950,200,149,2007-12-22 19:20:20,-626.82
436,180,375,2008-01-05 19:59:56,1041.58
4462,160,908,2008-03-24 17:28:25,134.42
255,44,703,2007-05-01 7:17:29,185.12
3222,50,546,2007-10-31 20:05:16,-648.87
1763,121,408,2008-02-21 23:54:43,1067.87
4026,79,335,2008-02-14 0:24:38,2049.49
4693,1,788,2007-12-05 18:26:16,173.28
1453,24,651,2007-10-24 10:39:34,-625.71
2695,124,688,2008-02-12 23:01:45,141.42
1730,200,139,2007-12-31 2:58:16,10041.05
2583,28,651,2007-07-20 5:49:16,146.62
4451,58,624,2008-05-24 16:51:10,10092.68
329,9,799,2007-06-27 12:52:53,37.1
1955,179,184,2007-07-21 21:07:44,1049.92
4493,36,551,2007-12-12 23:35:37,77.73
2480,176,370,2007-07-21 21:40:35,154.65
1787,158,159,2008-04-26 9:28:41,10067.25
3256,138,119,2008-06-10 19:01:19,129.49
1865,108,134,2007-07-16 5:12:39,130.01
4374,116,128,2008-06-12 14:41:52,87.96
1410,150,852,2007-05-07 17:46:15,154.1
3214,190,570,2007-12-13 2:50:30,2034.14
738,184,129,2008-05-18 21:49:20,1075.25
2471,125,665,2007-06-09 2:34:24,166.99
3067,78,834,2007-06-09 7:06:13,10055.97
4715,118,917,2007-12-20 22:49:41,10043.11
871,124,521,2007-05-01 23:14:02,22.53
3146,117,703,2008-03-11 20:03:58,201.81
249,48,116,2008-03-24 13:27:34,72.07
1710,84,826,2008-01-21 10:08:36,49.51
586,79,734,2008-05-18 21:49:20,151.5
3430,35,108,2007-10-03 11:59:15,-686.14
4161,105,601,2008-03-14 6:47:02,1078.48
1211,106,261,2007-05-20 23:14:00,43.14
324,81,561,2007-05-15 3:04:49,131.51
1157,25,444,2007-11-03 19:15:44,1072.99
4055,50,126,2007-11-17 2:06:41,1072.65
4662,126,131,2007-06-20 2:53:22,186.34
4472,104,806,2008-01-27 13:17:10,-646.65
3136,2,711,2007-08-08 15:01:42,10072.38
4401,162,668,2008-03-03 19:17:41,126.75
848,31,450,2008-01-13 1:51:28,102.46
1485,40,171,2008-05-29 21:18:31,1106.11
3098,26,505,2008-01-01 23:17:47,-621.02
337,61,689,2007-05-06 18:06:16,-678.37
4194,180,931,2008-05-27 1:02:08,1084.35
1725,155,128,2007-11-06 2:33:15,1029.85
3516,51,355,2008-04-10 1:45:39,2053.39
1003,109,152,2007-10-03 6:52:44,1080.05
1631,77,777,2008-04-13 13:36:06,1055.87
704,37,795,2007-11-09 3:10:57,101.99
2994,105,495,2008-01-03 2:38:44,115.36
29,12,597,2008-04-14 21:50:27,137.0
3228,91,769,2007-05-08 2:13:03,54.07
2622,145,170,2007-10-11 3:14:00,1038.9
3576,41,759,2008-04-30 13:16:52,1030.92
3406,15,271,2007-05-17 4:07:19,1074.88
1416,170,394,2008-02-13 8:21:05,1061.46
195,149,617,2008-02-24 2:59:17,10069.73
198,29,302,2008-06-13 4:01:23,123.66
2462,186,356,2007-10-16 18:45:51,2044.95
972,21,707,2007-06-23 3:53:15,-610.36
1752,162,101,2008-03-20 5:38:14,2042.7
2536,90,367,2008-01-26 8:59:35,10089.29
3447,27,921,2008-01-28 15:12:26,145.57
1846,10,904,2007-11-01 4:48:07,10033.71
517,39,222,2008-03-14 22:24:51,2088.48
2636,185,396,2007-06-06 19:42:31,2076.27
484,162,337,2007-12-28 17:09:43,-649.93
4610,101,909,2007-12-16 18:47:38,146.82
3793,58,362,2007-06-09 2:34:24,10094.84
67,180,864,2008-04-23 3:34:19,1034.85
314,199,230,2008-04-20 4:10:51,-666.48
3498,184,579,2007-05-31 1:28:04,189.12
1490,193,541,2008-05-09 0:03:40,1094.74
4816,125,134,2007-06-25 7:34:56,56.47
273,196,621,2007-08-21 22:39:43,78.25
22,180,968,2007-12-05 19:39:40,138.85
4074,99,290,2008-01-16 20:22:34,1091.83
1759,37,640,2007-05-17 21:20:35,1068.13
429,132,781,2008-06-28 14:08:06,66.96
687,15,494,2007-05-15 0:49:44,130.04
4549,100,183,2007-11-16 22:35:11,148.56
4369,175,317,2007-07-16 20:32:23,167.29
1657,95,504,2008-04-12 12:34:40,182.08
597,127,705,2008-05-24 15:53:11,2079.67
2525,142,205,2008-03-01 1:37:55,147.48
4238,68,983,2007-07-03 15:59:16,10068.21
3703,121,998,2008-02-08 12:05:38,-634.85
641,185,876,2007-08-07 21:38:36,10054.91
767,69,666,2008-06-02 5:48:09,1075.38
2138,89,678,2008-02-08 2:54:29,1036.52
972,113,390,2008-02-29 13:25:58,131.59
4508,163,159,2007-08-19 22:25:28,10038.64
891,83,988,2007-07-02 5:34:35,1094.4
554,126,915,2007-07-28 14:41:53,138.03
3836,128,723,2007-11-29 0:20:44,63.85
3002,70,798,2007-12-25 20:29:33,139.88
25,37,267,2007-11-02 19:28:39,1044.35
2099,154,881,2008-06-28 14:08:06,-594.68
4781,6,312,2007-10-08 15:59:07,103.56
1990,190,379,2008-03-15 10:28:15,10068.15
4308,130,812,2007-11-11 1:38:20,1060.1
2751,192,391,2008-04-24 2:51:06,-640.8
1580,187,699,2008-03-15 12:17:22,1054.46
1852,159,704,2008-04-02 8:50:26,1114.22
3097,173,527,2008-03-26 18:22:32,160.61
3611,70,385,2007-07-14 1:29:26,189.4
3986,89,813,2008-01-13 19:10:05,170.46
483,95,389,2008-01-30 16:14:04,1051.51
4621,142,350,2007-06-30 23:13:06,78.97
4754,68,616,2008-04-17 11:41:03,1042.39
1158,66,643,2007-12-27 5:22:12,198.83
3737,153,828,2008-05-15 14:53:25,133.76
4598,119,925,2007-11-23 0:36:34,70.69
4792,94,110,2007-12-19 17:23:07,155.89
4143,132,660,2008-04-10 10:53:06,153.2
1707,80,685,2007-05-07 4:53:09,112.12
4043,105,179,2008-06-18 2:26:36,1070.81
4975,36,105,2008-03-16 10:10:02,-666.71
1240,84,312,2008-06-22 4:25:24,192.66
1379,47,696,2007-10-30 23:15:38,122.24
1072,180,362,2007-10-30 23:15:38,1070.16
2008,63,656,2008-04-17 21:45:21,138.94
4032,32,578,2008-05-05 18:49:24,2062.95
1009,110,832,2007-05-09 20:22:22,165.91
4031,71,115,2007-08-21 18:09:07,2032.99
4268,90,352,2007-08-10 8:56:22,120.42
3175,21,166,2008-03-24 23:06:05,1058.15
4049,86,189,2007-05-07 4:53:09,1056.76
4679,6,414,2008-06-10 16:13:51,129.75
1780,108,138,2008-06-28 11:49:14,2025.85
780,2,789,2007-12-11 23:50:12,155.28
556,25,635,2008-01-16 3:28:16,161.55
474,131,365,2008-01-18 22:26:33,79.72
1150,9,285,2008-01-11 22:27:17,155.97
392,97,841,2008-02-19 7:50:49,2027.01
1796,180,218,2007-07-11 18:49:28,142.48
4235,171,354,2007-05-05 10:26:21,63.92
2598,153,245,2007-07-12 1:25:41,126.51
1081,105,765,2007-10-25 7:38:04,1053.18
4214,114,119,2008-05-13 2:22:21,165.98
2582,63,377,2007-10-05 3:47:21,107.94
2415,160,807,2007-11-07 0:25:47,-627.79
4151,73,593,2007-06-18 3:26:21,10070.07
1990,195,197,2008-04-24 21:09:58,10061.59
1593,93,778,2007-07-05 8:17:37,150.9
430,122,495,2008-06-11 8:20:48,147.9
4329,193,524,2008-05-29 22:33:33,158.22
3191,188,134,2008-02-08 12:05:38,-663.04
4064,105,526,2007-05-20 23:14:00,100.41
3536,8,851,2007-06-26 0:14:54,1069.89
2060,157,474,2008-01-06 15:35:07,157.9
2896,182,113,2007-05-14 7:07:56,1051.29
2592,7,449,2007-11-24 14:39:44,54.69
2937,42,984,2008-01-06 16:32:25,2088.49
4705,164,220,2007-11-08 22:49:21,156.92
2770,49,895,2007-12-09 0:46:16,186.4
1476,10,404,2008-05-25 15:55:22,144.8
4514,121,212,2008-03-20 10:03:45,-632.47
2054,50,394,2007-12-14 21:04:17,1055.78
224,79,760,2007-12-09 0:46:16,189.08
3075,134,603,2008-04-17 14:53:42,146.88
3672,73,113,2008-05-19 15:55:37,158.95
512,93,702,2007-06-07 9:33:28,2068.01
1735,110,555,2008-01-04 12:06:09,10039.07
840,128,355,2007-05-15 0:49:44,158.52
3051,143,764,2007-12-31 6:49:39,1076.97
741,124,135,2007-05-01 23:14:02,43.56
3872,36,572,2007-12-02 23:43:44,2037.48
1707,45,250,2008-01-08 5:20:44,-609.05
3768,145,461,2008-01-11 22:27:17,10033.82
331,69,568,2008-01-18 7:40:46,157.36
2293,138,744,2007-07-19 2:59:31,10046.33
4911,168,422,2007-11-19 21:36:37,2050.7
3201,28,312,2007-12-04 1:06:54,2093.13
1296,168,816,2007-06-10 17:03:25,1016.7
3307,198,860,2008-04-26 9:03:21,1076.23
2586,76,585,2007-11-03 4:06:20,10065.59
4901,137,960,2007-08-08 3:35:37,116.26
1771,172,373,2007-06-25 7:34:56,115.59
4592,190,903,2007-06-12 3:53:21,166.21
4686,94,640,2007-08-14 17:38:07,-674.4
3897,108,535,2007-05-23 22:13:16,2084.45
2346,195,691,2007-07-10 21:31:59,10063.26
1308,10,459,2007-06-09 21:10:22,1087.18
1877,97,313,2007-06-05 22:15:08,35.56
3535,171,243,2007-06-20 12:13:51,-596.0
4885,141,372,2008-04-20 13:34:15,169.42
1173,19,445,2007-12-10 15:53:53,1038.04
43,96,163,2007-05-06 10:58:22,163.75
2985,181,207,2007-10-24 1:08:58,2057.34
489,42,639,2008-05-20 9:38:42,149.76
2010,165,778,2008-06-03 19:03:00,10044.89
3971,174,594,2008-02-04 5:46:26,119.34
2729,74,505,2007-12-14 21:04:17,2064.02
3545,57,571,2007-10-04 11:09:45,1066.66
2916,99,993,2007-05-13 5:13:03,-620.68
596,3,817,2008-02-08 20:00:45,-610.17
3676,102,654,2007-05-31 1:28:04,-611.26
406,153,267,2008-03-11 20:03:58,10048.36
469,155,236,2007-12-06 21:34:06,108.11
3892,139,722,2007-05-31 8:44:12,184.33
4011,65,216,2007-11-29 4:41:50,2040.33
4326,85,515,2007-07-06 4:07:50,2047.44
4333,70,273,2008-06-06 19:31:48,148.1
4156,164,917,2007-11-07 19:44:50,118.93
1546,158,245,2008-01-15 19:50:44,146.43
2721,188,247,2008-05-23 10:06:59,2061.26
2200,64,182,2007-11-29 15:51:45,10063.67
3948,108,357,2008-01-18 13:11:14,135.2
3110,11,564,2007-08-16 9:28:14,1050.33
3697,118,388,2008-01-31 18:50:38,2071.89
2276,35,564,2007-12-11 23:50:12,1079.75
1387,86,570,2007-05-05 0:14:17,160.82
1493,4,525,2007-12-13 11:31:17,2089.51
1042,141,268,2008-03-29 0:56:50,1075.2
2391,54,484,2007-08-18 4:05:05,35.24
3872,57,443,2007-12-21 0:06:27,1056.32
4540,41,594,2008-05-09 9:14:31,2079.91
581,57,432,2008-01-14 15:06:15,142.31
3404,20,418,2008-03-25 2:07:43,136.58
1540,129,265,2007-12-13 3:50:35,138.74
274,154,182,2007-05-13 21:40:39,-639.28
856,103,318,2007-08-07 21:38:36,-662.11
764,71,193,2007-10-16 1:03:04,83.93
4922,195,176,2008-01-09 8:34:05,76.09
1326,135,135,2008-01-27 18:06:04,160.29
2575,59,108,2007-06-01 4:40:51,129.91
1980,120,920,2007-06-23 15:41:31,185.96
363,60,279,2008-03-28 3:53:10,-626.06
1547,95,749,2007-06-03 20:23:21,128.24
4210,71,788,2007-10-23 10:59:50,10080.08
4270,145,433,2008-01-06 15:35:07,2039.57
4695,147,599,2007-07-16 7:59:42,147.65
2387,182,380,2007-08-01 3:20:11,139.98
375,5,121,2007-12-15 1:46:11,149.12
837,151,181,2007-11-03 14:50:49,86.33
2569,80,216,2008-03-23 12:57:07,1060.79
1534,118,957,2007-10-03 9:01:24,1036.05
347,24,913,2008-06-04 0:29:45,139.68
1091,91,115,2008-01-17 9:28:52,10045.53
638,190,648,2008-02-14 1:58:09,82.17
1332,31,696,2007-12-14 14:14:13,139.75
1229,15,280,2008-06-18 5:31:44,61.39
4589,27,340,2008-03-28 10:18:33,1088.44
2444,192,165,2007-05-06 10:58:22,77.26
4712,35,158,2007-12-28 8:38:58,138.71
3720,166,330,2007-06-09 7:06:13,1084.1
654,99,827,2007-06-01 12:33:25,10044.94
1493,48,718,2008-04-30 13:16:52,152.82
1711,120,714,2008-01-23 23:15:50,88.21
3444,152,846,2007-12-22 16:17:29,10034.44
431,182,363,2007-05-25 13:59:51,10053.8
2498,57,835,2007-12-16 20:17:19,1035.13
184,187,549,2007-12-19 5:49:15,2086.88
2075,74,152,2008-03-26 18:22:32,42.43
600,111,837,2007-07-21 21:07:44,134.24
2164,188,897,2007-11-15 16:25:29,152.89
4970,125,314,2008-02-20 8:32:03,166.81
265,59,804,2007-07-21 13:22:14,1056.65
3093,155,688,2008-03-10 22:49:37,10019.43
1240,90,186,2007-06-30 23:56:46,2025.89
604,187,540,2008-06-13 8:03:11,1067.79
3511,131,404,2007-08-01 3:15:42,1095.45
2938,171,372,2007-07-18 22:04:00,10030.67
3747,31,502,2007-10-11 3:14:00,-648.64
3643,87,215,2007-05-24 20:47:40,-658.78
2662,147,693,2007-05-17 7:07:29,-638.54
1794,153,834,2007-06-30 23:13:06,180.04
2457,36,329,2008-02-25 2:24:28,154.59
1823,129,239,2007-12-05 18:26:16,184.05
2702,90,942,2008-04-23 17:59:18,137.04
2820,162,943,2007-12-16 22:59:30,1085.02
1708,115,811,2007-11-23 0:36:34,1068.86
3543,173,688,2007-05-29 6:55:31,66.09
1846,12,523,2008-05-02 18:45:00,10052.42
3273,31,454,2007-10-29 13:53:53,41.68
4599,107,616,2008-06-11 14:41:43,-608.45
2635,194,175,2008-02-26 4:57:57,1028.58
2709,57,840,2008-04-25 3:59:32,119.1
4654,1,141,2007-11-08 15:45:20,199.88
1450,123,854,2008-04-30 16:52:53,10097.93
4978,44,842,2008-05-23 10:06:59,174.17
3542,165,806,2007-05-31 1:28:04,179.03
1226,180,144,2008-03-24 17:28:25,-631.03
154,182,552,2008-01-29 15:02:18,1078.95
277,80,392,2007-07-17 11:55:51,161.67
48,27,131,2007-07-21 13:22:14,1079.59
1519,1,103,2007-10-25 8:36:46,-671.56
1758,117,937,2008-04-03 22:04:42,1063.5
4254,58,229,2007-06-12 15:13:03,1054.45
2339,67,708,2008-02-18 23:53:14,10073.76
3736,64,498,2008-05-06 6:52:04,43.12
1096,74,936,2008-04-10 12:04:24,174.1
3564,105,599,2007-07-14 5:21:00,-617.32
1949,162,307,2007-05-20 18:30:19,-644.4
66,191,726,2007-05-03 4:28:36,10045.82
2857,183,923,2007-05-20 11:20:10,10077.11
2987,193,481,2007-06-23 13:29:45,1020.93
649,67,888,2007-05-01 23:14:02,101.3
1528,17,618,2007-07-05 20:13:32,108.91
2793,72,397,2008-03-21 13:26:11,184.08
1827,84,613,2007-06-04 15:23:32,1071.36
982,53,853,2008-06-11 20:09:12,2023.51
4390,195,899,2007-10-01 0:57:11,70.69
2070,143,342,2007-11-26 13:20:24,1046.22
4005,27,842,2007-06-30 8:47:44,1079.43
3101,109,276,2008-04-05 17:27:37,10049.12
1123,123,709,2007-12-10 22:03:05,1074.06
4985,41,443,2007-12-12 17:31:32,10024.92
4022,154,959,2007-12-09 19:40:43,1073.49
3464,53,415,2007-06-17 12:52:20,153.19
3563,140,703,2007-05-15 5:45:35,135.22
1323,19,164,2008-01-27 13:17:10,1082.79
3833,150,743,2008-04-12 12:34:40,61.58
3393,122,752,2007-05-17 4:07:19,-672.31
3238,93,406,2007-05-27 20:24:22,1068.78
4683,197,357,2008-05-27 1:02:08,142.74
3673,133,787,2008-03-16 14:16:23,138.89
4340,17,303,2008-01-26 12:52:50,1056.42
3783,132,898,2007-07-03 15:59:16,1067.47
1972,22,667,2008-01-10 15:51:25,-655.78
3065,42,659,2008-03-18 23:11:57,86.95
1920,54,623,2007-10-23 2:58:49,177.4
2996,65,575,2007-07-11 18:49:28,1026.17
2113,148,584,2008-03-26 18:22:32,155.11
1539,88,824,2007-11-17 11:34:02,68.15
2448,34,613,2007-08-13 22:20:49,2057.04
2360,40,273,2007-06-12 1:12:33,47.87
3710,46,160,2008-03-15 10:28:15,164.07
2108,106,389,2007-07-29 13:47:47,2092.79
3729,174,717,2007-10-29 13:53:53,10026.53
4794,142,815,2007-08-03 8:49:37,2046.33
2071,14,540,2007-08-21 18:09:07,1055.52
4139,10,838,2007-06-05 0:52:21,66.47
1355,6,965,2008-01-30 11:15:04,1087.19
1984,35,464,2007-07-16 5:28:49,1078.39
511,134,388,2008-06-22 4:25:24,10027.78
1096,168,965,2008-06-17 5:11:35,-648.41
2588,85,961,2008-01-16 3:28:16,1038.09
899,93,892,2008-01-18 23:42:52,2071.35
4285,107,507,2007-12-09 19:40:43,197.5
2551,150,186,2008-06-09 20:14:01,1060.99
2186,134,720,2007-11-19 21:36:37,49.73
4987,137,210,2008-06-13 12:43:52,10023.48
2889,199,436,2008-05-15 3:58:26,176.27
3977,60,841,2007-12-24 16:28:30,10066.79
3240,181,504,2008-01-15 19:50:44,2028.56
4117,123,494,2007-07-29 13:47:47,-668.21
2673,90,995,2007-12-05 18:26:16,10046.74
2108,32,550,2007-06-01 6:50:39,-648.9
1114,80,323,2008-01-11 22:06:07,124.07
3554,93,436,2007-11-09 7:02:45,120.97
1924,175,655,2007-12-19 5:49:15,1080.25
3046,77,307,2008-04-06 8:59:43,60.18
125,103,222,2008-04-23 7:28:22,1087.43
1098,57,327,2007-12-21 13:57:45,10035.23
4585,9,532,2008-02-12 4:00:47,117.98
4898,1,117,2008-02-04 0:03:40,82.15
456,171,771,2008-05-20 0:45:08,36.9
3091,159,798,2007-06-30 23:13:06,2090.6
1816,176,773,2007-11-06 2:33:15,149.17
1444,28,404,2007-10-18 9:06:59,180.14
2127,200,392,2007-11-26 13:20:24,162.51
4130,124,318,2007-10-16 1:03:04,1080.17
2412,198,363,2008-05-24 20:02:10,48.12
3209,192,675,2008-03-10 10:37:02,10060.23
3527,92,799,2007-10-28 3:28:48,10098.24
2210,5,793,2007-11-23 3:51:16,99.1
3949,121,739,2007-06-07 9:33:28,124.55
2399,184,211,2007-11-10 7:00:10,-601.34
4152,79,655,2007-05-28 21:43:45,179.89
490,194,519,2007-08-08 17:47:59,10092.41
1161,152,986,2007-12-05 18:26:16,1082.3
3311,109,349,2008-06-20 0:45:14,10074.55
4697,155,278,2008-02-13 8:21:05,1061.5
4032,3,401,2007-10-02 1:48:50,1081.61
1695,140,704,2007-06-22 19:45:09,188.15
217,125,853,2008-02-18 3:49:42,158.28
2581,130,182,2007-10-27 2:39:21,146.4
4689,159,335,2007-12-24 16:28:30,10026.58
1866,90,476,2008-04-13 5:26:58,186.02
228,199,372,2008-01-17 9:28:52,1120.06
2319,86,870,2008-04-17 14:53:42,1064.77
4766,37,737,2007-07-03 2:08:34,1109.09
1463,81,831,2007-06-20 12:13:51,1074.61
4300,105,882,2008-02-25 2:24:28,10059.69
2899,17,918,2007-08-04 20:10:36,50.51
195,200,678,2007-07-31 21:17:07,2085.32
1957,178,576,2008-01-30 10:29:25,133.73
384,79,447,2008-01-26 19:59:02,1096.29
3449,111,431,2008-04-20 21:45:26,81.36
1781,183,946,2007-11-10 6:35:31,10056.49
1716,156,382,2007-06-23 13:29:45,-642.92
3705,25,789,2007-11-13 5:27:58,2056.46
4058,121,218,2007-11-18 13:44:04,64.72
3455,146,214,2007-11-20 19:06:04,1109.79
4922,42,982,2007-12-28 8:38:58,43.66
270,133,618,2007-06-01 6:50:39,163.99
545,182,397,2007-11-14 6:12:32,1112.78
4612,94,654,2007-05-22 19:16:03,170.55
2951,145,439,2007-11-23 3:51:16,1075.25
1028,143,699,2008-01-29 18:59:16,175.8
363,23,215,2007-07-06 4:07:50,143.23
4320,148,926,2008-06-23 15:48:18,1066.05
2914,46,794,2007-05-09 20:22:22,-662.94
538,31,132,2008-04-19 6:52:58,145.38
1562,41,389,2008-04-06 22:49:36,131.83
